log_area,perimeter_km,compactness,solidity,dist_center_km,local_ward_density_km,num_neighbors,perimeter_area_ratio
2.1446614552413563,2.0017659321971712,-0.7139628235892735,0.5337229170813385,2.057263662883511,1.1055227930179308,-0.8128186497019927,-1.4075452667723098
1.5566574415672085,0.8800262430745068,0.25010882391067313,0.07380763288567,2.2739723914718333,1.1798572335589712,-1.8578711993188406,-1.3821844122039342
0.7414842581629184,0.34034637578090954,-0.0494664100604,-0.19437269071073343,1.77199819702694,0.5321163782734787,-1.3353449245104165,-0.9347712187341255
1.128160802607735,0.6438758789099974,-0.06507437759406885,-0.5849502534501286,1.6699627794214493,0.8603014052739917,-1.3353449245104165,-1.1369093327385484
0.8020771467159844,0.04443208333372328,1.3089642882607324,1.1454876178051479,1.3798558026973513,0.7538559683294892,-0.8128186497019927,-1.229284061264258
1.4570213158203296,0.9372414522890351,-0.1036847643282588,-0.4155621647110151,1.4465684388832667,0.06154533771766154,0.23223389991485519,-1.2765567991137126
-0.5650709438863061,-0.6514346516216766,0.8859159873619076,0.7541838090534253,1.2067933041057413,-0.18284527648769144,-1.3353449245104165,-0.07405202401899186
-0.8135604468539659,-0.5326785065790365,-0.7178257135140669,-0.7506925191106185,-0.06636599685929191,-0.1585176581353419,0.23223389991485519,1.1505169147468135
1.6601767410254322,1.1171105463635664,-0.09469366034933574,0.3617414349501351,-0.7128024556606213,-0.043974874093189745,1.2772864495317031,-1.359727720258387
-0.16893308360891068,-0.29361148804720105,0.050640930288099774,-0.11238476379517234,-0.5215315720911012,-0.1889833675586367,0.754760174723279,-0.25858669123151506
-1.1713941853696428,-0.8438956299475653,-0.3044223947374995,-0.37017492544838443,-0.15838351201411463,-0.33869646339672954,-1.3353449245104165,1.867387356362291
0.35842270608514687,-0.11685074383428434,0.7450450265112072,1.193181408418277,0.4470183892737196,-0.1052750285136079,0.754760174723279,-0.88507902846914
0.99329390096628,0.16967285230433038,1.2870947842719709,1.2229448582137266,0.8386185086700126,0.05300207128834158,-0.29029237489356874,-1.3119912178280797
-0.7709423927584818,-0.8656381754429416,2.1140942427765332,1.4482757884511361,0.04183734856914608,-0.41687840458091896,0.23223389991485519,-0.1145986463833793
-0.11648569479550125,-0.5746427068674156,2.2149569019579602,1.7467011341281586,-0.1646370646835955,-0.3556720121533626,-0.29029237489356874,-0.8202032546721549
-0.7815581503199599,-0.8487484662470693,1.821201014669325,1.6033051281263777,-0.597311445530805,-0.38130825460825973,0.23223389991485519,-0.0279311911431608
-0.45735201339421017,-0.39834438498188696,-0.2892228161258522,-0.416726745856821,-0.9129233714360131,-0.41152032315114984,0.754760174723279,0.23668568968446876
-0.9813713484964949,-0.8797527638295501,1.0153236956969371,0.49233710504749933,-1.1017729333318729,-0.19215776158865544,-0.8128186497019927,0.5895643141751017
0.667672314979309,-0.003477238299250526,1.1271582020935236,0.9069978995358147,-0.9177989986536074,-0.12562989959184273,1.799812724340127,-1.1351621258640476
-0.9868044595804291,-0.7799253498011418,0.06696254806963159,-0.4317498414292925,-1.1431423132717873,-0.37103808852124637,-0.29029237489356874,1.0441215839580364
-0.4880583189049406,-0.27559897083448254,-0.8431740055514063,-0.8188923572331477,-1.2676522999008815,-0.4981358076877455,0.754760174723279,0.6132882856473156
-1.0551440239956404,-0.7394643292126081,-0.4878255265057603,-0.16772384207637517,-0.8492512720164452,-0.5760711056220426,0.23223389991485519,1.6153748725974055
-0.3608581539772495,-0.22199899184643848,-0.7277237748533875,-0.218047803639621,0.5107842183046309,-0.2775851672578286,-0.29029237489356874,0.3426300993980271
-0.5405922484375638,-0.3453787230731061,-0.7272651221489492,-1.4462826442280647,0.6765931357208348,-0.13233104360486034,0.23223389991485519,0.620148229955189
0.39922859887718876,0.13745439555031233,-0.1841116905474023,-0.6927240928492117,0.2045495245250223,-0.250555477603558,2.322338999148551,-0.6719975198170003
-0.9523388361797707,-0.7211196223060503,-0.19755784869960114,0.47675822891824327,-0.19067740718504944,-0.5945864832536815,-0.29029237489356874,1.1163827779644768
-1.0299980088735288,-0.7307992354455214,-0.4416241968357498,-0.3473646530894352,-0.16035595428713423,-0.6152977382930606,-0.29029237489356874,1.5015996480973326
-0.9179615814825719,-0.9048025159267087,1.7149748510583591,1.1566711481514524,-0.06675035488121993,-0.5098928425093461,-0.8128186497019927,0.23006106356728115
-0.7397333044795291,-0.7787092019490932,1.2423274375503273,0.9350323407185138,-0.30739317113220915,-0.5598876350633389,0.23223389991485519,0.06721079547913322
-0.8714758042469942,-0.8263096023855028,1.047383712859327,1.5953718921892186,-0.4874957138908307,-0.4975053270301439,1.799812724340127,0.3542562377412425
-0.967590269872984,-0.9186227554957378,1.5798894479299852,1.2207068498813303,-0.7107287667421185,-0.5861272459844025,-0.8128186497019927,0.36654770442868456
-0.8806514633729623,-0.7340595688004572,0.18653050973472182,0.28028454135394715,-0.667863375455083,-0.5656971476844187,-0.29029237489356874,0.7322300910508579
-0.6842722936447525,-0.6730618975064349,0.5532151773676103,0.05103347172825246,-0.9185428505669214,-0.5072742988100899,0.23223389991485519,0.21186092169312726
-1.1367791968894678,-0.7593718354710665,-0.690690078988474,-0.7149824255820442,-0.8661872109882788,-0.637744937823611,0.23223389991485519,2.0787845340426707
-1.270166501574011,-1.1009250506921968,2.191063547286587,1.9009991279472986,-1.0401382318074395,-0.5649450802787642,-0.8128186497019927,0.9549938908845322
-0.8852444575560396,-0.7966236134700357,0.6835012824012511,0.3265331945830798,-1.1383423552958642,-0.5323246147128875,0.23223389991485519,0.5177487946876856
